now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck,
2022:01:05:09:32:25,up_60_30_,23.97699761,0.51505345,0.35737693,0.9457441,0.5149275,0.44107866,0.9572495,0.4717007,0.44085434,0.9072374,0.4205807,0.47767103,0.8946103,0.36176333,0.50878847,0.85218257,0.55803573,0.44604868,0.88503206,0.61291367,0.48249102,0.9255397,0.6678636,0.50875795,0.8249569,0.51491094,0.624069,0.86719394,0.48367035,0.6189309,0.8742857,0.48738712,0.7549925,0.8983465,0.48756889,0.8910249,0.90598714,0.5460838,0.62922573,0.83168125,0.5383561,0.7550202,0.8331369,0.5228931,0.8911252,0.8749391,0.51096267,0.35687518,0.9395934,0.51905435,0.35693932,0.9499514,0.49134266,0.3676073,0.85248536,0.5384731,0.3728651,0.78852886,0.5305504,0.91736877,0.8134875,0.5464256,0.9119957,0.83273566,0.51891583,0.9014299,0.74026,0.48745546,0.9173311,0.8570656,0.47571698,0.906995,0.8260868,0.49150953,0.8965807,0.8069452,-1,156.8512776,-1,-1,-1,-1,147.9893092,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.05279613,0.51504624,0.35738516,0.944705,0.514927,0.44106898,0.9568988,0.47169414,0.44084227,0.90863216,0.42056298,0.47766736,0.89514595,0.3617505,0.5088081,0.852589,0.5580449,0.44605145,0.8836416,0.6129096,0.4825058,0.92607754,0.6678418,0.50874746,0.8223713,0.51491654,0.62407863,0.8666473,0.48367476,0.61894184,0.8736642,0.48739126,0.75502497,0.8987914,0.4875664,0.89106655,0.9095747,0.54609054,0.62923265,0.83111113,0.5383698,0.7550001,0.83361155,0.5228909,0.89113986,0.875609,0.51095647,0.35688043,0.9391858,0.5190466,0.35694867,0.95100933,0.4913396,0.36760983,0.85149044,0.53847486,0.3778997,0.78849316,0.5267632,0.9173582,0.8132613,0.54640794,0.9120136,0.8290877,0.51891494,0.90142846,0.7442912,0.4874343,0.91734517,0.85503805,0.4757035,0.90700036,0.82183564,0.49151745,0.9013506,0.80718935,-1,156.8644083,-1,-1,-1,-1,147.9757036,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.13560224,0.5150574,0.3573571,0.9465834,0.5149229,0.44108507,0.9568615,0.47167876,0.44086778,0.90659165,0.42056197,0.47770044,0.8855274,0.36183506,0.50877774,0.85829186,0.5580355,0.44605777,0.884445,0.6129444,0.4825348,0.929922,0.66791916,0.5037233,0.83345085,0.5149359,0.6241409,0.8681478,0.48369396,0.62402254,0.8717384,0.4874328,0.7600772,0.8964171,0.48754463,0.8910892,0.9149473,0.5461148,0.6292849,0.83620346,0.5384041,0.76010543,0.8358474,0.522884,0.8911746,0.8761405,0.5109682,0.3568562,0.9409747,0.5190529,0.35691214,0.9518705,0.49133763,0.36755726,0.86496574,0.53846145,0.37283102,0.78707045,0.53060305,0.92242616,0.8137955,0.54644597,0.9120441,0.83004785,0.5188838,0.9014694,0.7467291,0.4874159,0.91737086,0.8583672,0.4756737,0.91194975,0.8235625,0.49148095,0.9013758,0.8156116,-1,158.8896222,-1,-1,-1,-1,147.9860235,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.20837927,0.51505595,0.35734996,0.94642895,0.51492274,0.44107172,0.9573318,0.47167453,0.4408553,0.90828824,0.42056385,0.47768578,0.8846432,0.3617672,0.50884795,0.85575885,0.558038,0.44604278,0.88471365,0.6129257,0.48251098,0.9272941,0.6679035,0.50368357,0.8301282,0.51493645,0.6240979,0.86790806,0.48369578,0.6189748,0.8725432,0.48742476,0.7600654,0.8959407,0.48754978,0.8910816,0.9133704,0.54611343,0.629241,0.8351092,0.5383945,0.7550472,0.8335035,0.52288747,0.89114463,0.875129,0.5109663,0.3568513,0.93999153,0.519049,0.356906,0.9515326,0.49133486,0.36755317,0.86543316,0.53845924,0.37282592,0.78594553,0.53057104,0.91737306,0.8121788,0.546433,0.91200554,0.83013743,0.51889443,0.90143824,0.74795634,0.4874102,0.91736203,0.85724264,0.47567338,0.9070118,0.8230686,0.49149212,0.90136915,0.814195,-1,158.8932928,-1,-1,-1,-1,147.9708435,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.27619815,0.5150356,0.3572985,0.95273876,0.51492107,0.44105637,0.95692515,0.47167677,0.44084787,0.9101158,0.42062005,0.477643,0.88689506,0.36176372,0.50880677,0.8523946,0.55803925,0.44603106,0.8847024,0.6129358,0.48253274,0.92726946,0.66790444,0.508771,0.83097094,0.51492983,0.6240715,0.8680752,0.48368537,0.61895484,0.87222856,0.48741296,0.75504863,0.8972396,0.48755708,0.8910791,0.91074747,0.5461113,0.6241788,0.8344098,0.5383813,0.75503534,0.8334309,0.5229039,0.89113635,0.8713604,0.5109453,0.35206917,0.935809,0.5190378,0.35686854,0.9518846,0.49131835,0.36752027,0.8571196,0.5384463,0.37280062,0.78866756,0.5305638,0.9224007,0.8122831,0.5464231,0.9120287,0.8303685,0.5189145,0.9014461,0.7405109,0.4873762,0.922421,0.86051714,0.47564572,0.9119563,0.8215646,0.4915177,0.90137684,0.80853707,-1,156.8522266,-1,-1,-1,-1,147.9953871,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.33803248,0.51503134,0.35729587,0.95305586,0.514908,0.44106564,0.9562067,0.46788943,0.44086558,0.90886337,0.42062798,0.47766894,0.88957334,0.3617554,0.50886637,0.86033344,0.558026,0.44603938,0.8846285,0.6129221,0.48253253,0.92858446,0.66790724,0.50875396,0.830832,0.5149278,0.6240906,0.86785,0.48368618,0.6189742,0.8711713,0.4874281,0.75505483,0.89666414,0.4875592,0.891078,0.9118555,0.5461052,0.629227,0.8343832,0.53837323,0.75502324,0.83341,0.5229098,0.89112693,0.87171185,0.51094174,0.35206452,0.93560064,0.51903313,0.35687247,0.9525577,0.49131462,0.36751303,0.85871756,0.53842914,0.37282482,0.7843782,0.52678055,0.91737586,0.812781,0.5464227,0.9120304,0.8307414,0.5189245,0.9014388,0.73647195,0.4873888,0.9224252,0.86403185,0.47565493,0.9119652,0.82510096,0.49151897,0.9013784,0.80902743,-1,156.8645775,-1,-1,-1,-1,147.108246,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.40984058,0.5150178,0.35729977,0.9525051,0.5149099,0.4410695,0.9556903,0.46788982,0.44086444,0.90864724,0.42062798,0.4776629,0.8901997,0.36174688,0.5088649,0.8597987,0.5580383,0.44604516,0.88346314,0.61293036,0.48253283,0.9280804,0.667899,0.50876236,0.83148617,0.51492655,0.6241012,0.8679844,0.48368302,0.6189842,0.8715269,0.48742542,0.7550512,0.8964002,0.48755652,0.8910719,0.9116446,0.5461047,0.6292362,0.83433765,0.5383711,0.7550237,0.8332262,0.5229029,0.8911307,0.8726624,0.51092225,0.35207084,0.93280274,0.519019,0.35687482,0.9541288,0.49130058,0.36751837,0.8570445,0.5384169,0.37282333,0.7865909,0.5267797,0.9173791,0.8120304,0.5464167,0.91203684,0.82971853,0.5189169,0.9014442,0.738791,0.48738042,0.92242175,0.86446553,0.47564772,0.9119586,0.82552254,0.49151555,0.9013742,0.8098763,-1,156.8598747,-1,-1,-1,-1,147.1044749,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.48563814,0.5150205,0.35730466,0.95791274,0.51491046,0.4410505,0.95660967,0.4678765,0.44086006,0.9092828,0.4205671,0.47768116,0.8848876,0.36171183,0.5089274,0.8588322,0.55803925,0.44600806,0.8852691,0.612959,0.4825355,0.9257965,0.6679259,0.5087832,0.83515817,0.51495457,0.624157,0.86861145,0.4872531,0.6240434,0.8718641,0.48741058,0.76015556,0.90496784,0.48758096,0.8910278,0.9039624,0.54613525,0.62929684,0.83727473,0.53838617,0.76023304,0.83953524,0.52290004,0.8961037,0.8858953,0.5109155,0.35682866,0.93654937,0.5190048,0.35687846,0.9571699,0.491301,0.36755213,0.8661833,0.5383922,0.37281734,0.77212864,0.53453356,0.92255634,0.81135225,0.5501332,0.91209453,0.8301143,0.51885366,0.9015954,0.7473861,0.48750383,0.9173221,0.85557574,0.47944283,0.90700036,0.8319855,0.4915036,0.90134215,0.81238794,-1,156.8191227,-1,-1,-1,-1,147.1021032,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.56542563,0.51497823,0.35730836,0.9556905,0.51488703,0.44106898,0.9557939,0.46785676,0.44088304,0.90766895,0.42052925,0.47772083,0.88366294,0.3617004,0.5089314,0.8555833,0.5543069,0.44601923,0.88791347,0.61291546,0.48250294,0.91863686,0.6678525,0.5087618,0.82562816,0.51491284,0.6241533,0.866461,0.4836708,0.62403584,0.87162584,0.48739576,0.7601565,0.9055871,0.48758334,0.891003,0.90136826,0.5460893,0.6292907,0.8313527,0.5383751,0.76024276,0.8406737,0.5228839,0.89607054,0.88578486,0.510885,0.35682184,0.93278015,0.51896733,0.35690305,0.96306944,0.49128768,0.36754367,0.85099703,0.5345866,0.37285337,0.7821777,0.5344953,0.9225152,0.8124838,0.5500959,0.91206604,0.8330525,0.51886195,0.9015527,0.74871165,0.4875104,0.9173171,0.8506222,0.47945294,0.9069927,0.82938176,0.49149355,0.8965629,0.80896163,-1,158.2336052,-1,-1,-1,-1,147.1127972,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.62925482,0.5149724,0.3573328,0.9544537,0.5148711,0.441098,0.9546141,0.46784687,0.44093376,0.90309227,0.4168075,0.48248824,0.8792736,0.35809267,0.5089414,0.8579237,0.55427974,0.44601947,0.8914892,0.6128816,0.48246917,0.91428816,0.6640831,0.5037056,0.8170071,0.5148547,0.6292572,0.86343783,0.48362413,0.62410355,0.8673943,0.48733276,0.76024616,0.9130508,0.48763397,0.89091456,0.88352513,0.5424308,0.6293917,0.82700247,0.5383864,0.76528,0.8502722,0.52290744,0.89608544,0.8858985,0.51086986,0.35684624,0.9324931,0.51895684,0.35692185,0.964287,0.4876606,0.36757794,0.85967886,0.5345783,0.37287536,0.7761471,0.5344963,0.92253286,0.8135193,0.5501038,0.91207665,0.83763665,0.5188843,0.9015627,0.7514468,0.48752448,0.91728526,0.84494925,0.4794766,0.9069608,0.833018,0.49525696,0.896498,0.7950076,-1,159.4028366,-1,-1,-1,-1,148.0160426,-1,-1,-1,-1
2022:01:05:09:32:25,up_60_30_,24.68912554,0.5149741,0.3573334,0.9554573,0.5148711,0.44108972,0.95529187,0.4678326,0.44091952,0.90515673,0.4167744,0.48247126,0.8800684,0.35807043,0.50894,0.8566067,0.5542815,0.44602284,0.8928692,0.6092651,0.48247495,0.91113836,0.6640328,0.5037106,0.811471,0.51484907,0.62923044,0.86262655,0.48361644,0.6240694,0.8679303,0.48731312,0.7602557,0.9144263,0.48762575,0.8909208,0.8858761,0.54242486,0.62937033,0.8269847,0.53836906,0.76524043,0.84891975,0.52292186,0.8960676,0.88024545,0.5108732,0.35684693,0.9332753,0.5189585,0.35691997,0.964532,0.48766813,0.36757666,0.85673696,0.53458095,0.3728559,0.77561224,0.53068614,0.9224974,0.8144856,0.55008614,0.912078,0.8375063,0.5189083,0.9015473,0.7490886,0.4874632,0.91730785,0.8499192,0.47573766,0.9069666,0.8300435,0.49527597,0.89650714,0.7983835,-1,159.4073542,-1,-1,-1,-1,148.0058695,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,24.76888132,0.51496357,0.35733628,0.9553591,0.51485956,0.441096,0.9544934,0.4678122,0.44094545,0.90291584,0.41672602,0.4824851,0.8744798,0.35808283,0.508915,0.8522228,0.5542708,0.44600073,0.89421695,0.612901,0.48251176,0.9156625,0.66400665,0.50369555,0.80128676,0.51482147,0.6292402,0.8573883,0.48360288,0.62407905,0.86370385,0.48730856,0.76020306,0.9076717,0.4876488,0.89095026,0.88491356,0.5423886,0.62938046,0.821784,0.53460765,0.7652537,0.8465258,0.5266225,0.8960558,0.8763501,0.5108597,0.35685235,0.9331919,0.5189435,0.35692766,0.9674294,0.4876516,0.36758497,0.8643858,0.5345576,0.377907,0.7749806,0.5344673,0.9224915,0.812814,0.55009276,0.91203994,0.8382317,0.51893425,0.9015364,0.74515,0.48747647,0.9172913,0.8444846,0.47943828,0.9069554,0.82698333,0.49531266,0.89652795,0.79381377,-1,159.3603279,-1,-1,-1,-1,148.0413669,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,24.8327105,0.5149561,0.3573307,0.95534974,0.51484656,0.44109252,0.954401,0.46780008,0.4409422,0.90200794,0.41670024,0.47774148,0.8714304,0.3580675,0.5088865,0.84578574,0.55424345,0.44599622,0.8968566,0.6092535,0.48251534,0.9181483,0.6601521,0.5037199,0.7994134,0.51482064,0.6292455,0.8577242,0.4836055,0.62409276,0.86300474,0.48731878,0.7601976,0.9073552,0.4876463,0.89095414,0.8859245,0.5423842,0.6293781,0.82107997,0.534608,0.76525277,0.8473121,0.5266254,0.8960301,0.8722506,0.5108522,0.3568441,0.9325694,0.5189372,0.35692436,0.96841687,0.48764697,0.36757487,0.86497176,0.53455055,0.3779093,0.77529275,0.53067636,0.92244625,0.80984306,0.55008435,0.9120184,0.8357605,0.5189399,0.9015124,0.7409195,0.48748702,0.9172904,0.8448725,0.47944355,0.9069584,0.82631886,0.49530965,0.896532,0.794222,-1,158.5032352,-1,-1,-1,-1,148.0519257,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,24.89654016,0.51494825,0.35733777,0.95345813,0.51483184,0.44110435,0.9532832,0.4677962,0.44096774,0.89923716,0.41665444,0.48248333,0.87484443,0.35801378,0.50891167,0.84583646,0.55421317,0.44599324,0.9005771,0.60924965,0.48250696,0.9171052,0.6601486,0.50374365,0.8019388,0.5148078,0.62926555,0.85797334,0.4836005,0.6241166,0.8639821,0.48732707,0.7601909,0.9061172,0.4876327,0.8909469,0.8875835,0.54236245,0.6293914,0.81974685,0.5345969,0.7652426,0.8462239,0.5229234,0.8911739,0.8729136,0.51084715,0.35684812,0.93101335,0.51892895,0.35693815,0.96846086,0.4876426,0.3675797,0.86207837,0.5345305,0.3779418,0.775361,0.53064525,0.9224064,0.8063286,0.54647,0.91197026,0.829977,0.51891845,0.9014747,0.7462878,0.48746634,0.9172771,0.8427857,0.4757338,0.90694714,0.82335573,0.49528697,0.8965205,0.7969595,-1,158.4797493,-1,-1,-1,-1,148.0803774,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,24.95538259,0.51495755,0.35736185,0.9532722,0.51481503,0.44108894,0.95263606,0.46777716,0.44095254,0.90176624,0.4129187,0.48248422,0.874299,0.35804537,0.508864,0.84191036,0.5541779,0.44115847,0.90325516,0.60913795,0.4824604,0.9145262,0.6562103,0.5036332,0.7993113,0.5147887,0.62925184,0.85609573,0.48358363,0.6241054,0.86409307,0.4872926,0.7601765,0.90501547,0.48763657,0.890915,0.8842416,0.54234314,0.62936765,0.81822574,0.53457654,0.76522404,0.846629,0.52290833,0.89116174,0.87442607,0.51086146,0.35686752,0.9352233,0.51893127,0.3569649,0.9705984,0.487648,0.3675787,0.8693625,0.53451586,0.3779643,0.76978374,0.5305816,0.9224267,0.80724037,0.5464235,0.91201365,0.82948804,0.51892674,0.9014634,0.7444892,0.4874565,0.9172874,0.8474698,0.4757318,0.90695304,0.82530797,0.49529952,0.8964962,0.79299355,-1,148.6219567,-1,-1,-1,-1,148.0810726,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.01722264,0.51495194,0.3573572,0.9540094,0.51481605,0.44108576,0.95275974,0.4677869,0.4409437,0.90176547,0.41292116,0.4824723,0.875784,0.3580431,0.5088118,0.83737767,0.55418056,0.441162,0.90313524,0.609129,0.47774282,0.91501856,0.65620923,0.5035798,0.79899997,0.5147857,0.6292409,0.8548447,0.48357925,0.6240918,0.8627946,0.48728472,0.7601803,0.904891,0.48762923,0.89090526,0.8848084,0.542341,0.6293599,0.817986,0.5345628,0.76522344,0.8460264,0.5229069,0.8911464,0.87338394,0.5108571,0.35686246,0.93513685,0.51892763,0.35696334,0.97175205,0.4876449,0.36757028,0.8677574,0.5345145,0.3779746,0.7744289,0.5305909,0.9173869,0.80784595,0.5464315,0.9119868,0.8321267,0.5189233,0.90145314,0.7477055,0.48745072,0.91726166,0.84578925,0.47572544,0.9069348,0.8259352,0.49529132,0.8964859,0.79573196,-1,148.6540278,-1,-1,-1,-1,148.0933223,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.09102035,0.51495373,0.35736713,0.9528376,0.5148105,0.44107863,0.95228094,0.4677913,0.44092205,0.9036669,0.41667154,0.4777202,0.876781,0.35806265,0.50878453,0.8482828,0.55416626,0.44116348,0.9048926,0.6090889,0.4777425,0.91504097,0.6562099,0.50355506,0.80539924,0.5147646,0.6292144,0.853604,0.48357308,0.62406594,0.8637155,0.48728433,0.7601798,0.9042802,0.48762825,0.89091897,0.88600314,0.54230434,0.6293349,0.8149634,0.53456,0.76525015,0.8480674,0.52290773,0.8911799,0.8739987,0.5108539,0.3568692,0.9351348,0.51892537,0.35697046,0.97031,0.48763627,0.36757013,0.8752887,0.53451645,0.3779768,0.7668468,0.53066236,0.9224062,0.80334705,0.546467,0.911975,0.82900125,0.5189027,0.9014859,0.75088483,0.4874424,0.9172573,0.84461385,0.47571382,0.9069253,0.8265004,0.4952854,0.8964988,0.7977724,-1,148.6810484,-1,-1,-1,-1,148.0741731,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.1508646,0.51494014,0.357343,0.95340014,0.5147887,0.44104958,0.9504952,0.46777502,0.4408956,0.90667844,0.416716,0.47771344,0.88059974,0.35803792,0.50878716,0.8567596,0.55412716,0.44113535,0.90760535,0.6090454,0.47774014,0.91386235,0.6561982,0.5036025,0.8105203,0.51476246,0.62922764,0.85357463,0.483576,0.624091,0.8628021,0.48730254,0.7601771,0.9038989,0.48760656,0.89095545,0.8912567,0.5422968,0.62933475,0.8138626,0.53456014,0.76525486,0.8483441,0.5229228,0.8960334,0.8720166,0.5108367,0.35684624,0.9317476,0.51891416,0.35695508,0.96911514,0.48762423,0.36753845,0.87246907,0.53448194,0.3779366,0.75957453,0.5344666,0.9224373,0.79687357,0.55007815,0.91198814,0.8236376,0.51890665,0.9015253,0.7463533,0.4874598,0.9172841,0.8420347,0.47571287,0.90695834,0.8221421,0.49525553,0.89652306,0.79863465,-1,148.6584234,-1,-1,-1,-1,148.068303,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.2246654,0.5149403,0.35735908,0.9510971,0.5147925,0.44105348,0.95125216,0.4677804,0.44090536,0.9051197,0.41670874,0.47773486,0.8794946,0.3580294,0.5088071,0.85865456,0.55413395,0.44112727,0.90665054,0.6090303,0.47772762,0.91437596,0.6562049,0.50358546,0.8078196,0.51476794,0.62417746,0.8527016,0.48357427,0.6240678,0.86198395,0.4872932,0.7601474,0.9026185,0.48761114,0.89093846,0.88895017,0.542305,0.6293119,0.8135062,0.5345493,0.76523906,0.84686613,0.5229257,0.8960403,0.8726104,0.5108398,0.35686007,0.9329687,0.5189096,0.35696444,0.97125006,0.487624,0.36753702,0.8766898,0.5344755,0.3779351,0.76322967,0.5306734,0.922428,0.79645944,0.54647946,0.91199565,0.82187665,0.5189109,0.9015315,0.74634135,0.48744395,0.9172833,0.8435859,0.47570008,0.9069506,0.82250637,0.49526748,0.896512,0.79697955,-1,148.6445996,-1,-1,-1,-1,148.0748547,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.28849387,0.5149144,0.3573576,0.946213,0.51477104,0.441064,0.94880605,0.4639976,0.44092548,0.9054342,0.41292623,0.48246616,0.8721553,0.35805288,0.5037512,0.8511876,0.5541109,0.4411276,0.9114911,0.60906607,0.48247358,0.9201913,0.6562595,0.5036474,0.8096432,0.5147762,0.6292134,0.85344374,0.48357546,0.6240921,0.8613437,0.4872715,0.76012635,0.9009062,0.48759907,0.8909282,0.8883069,0.5423253,0.6293119,0.81546885,0.53455186,0.7602926,0.84543383,0.52291733,0.8911906,0.8708805,0.50711524,0.35686427,0.9261401,0.518877,0.3569567,0.96839476,0.48758695,0.3675435,0.87925994,0.53066015,0.37287897,0.74905884,0.5306265,0.917385,0.7968651,0.54645705,0.91197735,0.8221005,0.51891583,0.9015075,0.7465381,0.48742825,0.91727674,0.8426771,0.47568282,0.90694517,0.81996804,0.49525574,0.8965004,0.7940105,-1,148.6240149,-1,-1,-1,-1,149.1755364,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.35232592,0.51490074,0.3573808,0.9420946,0.5147704,0.44106582,0.9487849,0.4639987,0.44092587,0.90567863,0.4166711,0.477723,0.8762091,0.35806265,0.50372374,0.8547325,0.554109,0.4411344,0.9115406,0.6090561,0.48247793,0.918468,0.6600494,0.50364995,0.8083877,0.5147753,0.6241437,0.8535684,0.4835703,0.6240551,0.8621753,0.48725858,0.7601107,0.8990169,0.4875937,0.8909356,0.88996774,0.54232764,0.6292669,0.81518066,0.5345398,0.7602519,0.8446526,0.52291447,0.89115775,0.8699012,0.50709933,0.35688183,0.9256599,0.518864,0.35697114,0.96896034,0.48757666,0.36755788,0.8784483,0.5306651,0.3779172,0.75402623,0.5306526,0.91735953,0.79659146,0.54647875,0.9119484,0.823264,0.5189081,0.9014858,0.7467806,0.4874543,0.9172698,0.8454642,0.47570413,0.90695333,0.8236176,0.49524182,0.8965078,0.79656243,-1,149.5549728,-1,-1,-1,-1,149.1830097,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.43111181,0.5148708,0.36225262,0.93452275,0.5147571,0.44108447,0.9456339,0.46396533,0.44096115,0.90594745,0.41292906,0.47773558,0.86941445,0.35804972,0.50876135,0.8530962,0.5540908,0.441126,0.9110834,0.60900366,0.47772998,0.91495997,0.6562411,0.49852255,0.8109534,0.514772,0.6292185,0.85319465,0.48357713,0.6241184,0.8596646,0.48727766,0.76015353,0.9020015,0.4876079,0.8909555,0.88997614,0.5423136,0.62930185,0.8141352,0.53454745,0.7602768,0.8449044,0.5228926,0.8911577,0.8731501,0.50705916,0.35692778,0.92304385,0.5188321,0.35700423,0.9686554,0.48753583,0.3675892,0.8811202,0.5306286,0.37287384,0.75428283,0.53061604,0.91736144,0.81182706,0.54645115,0.9119475,0.832964,0.518905,0.90147966,0.74686545,0.48745608,0.91726273,0.83716315,0.47572306,0.9069473,0.81618726,0.495262,0.8965204,0.7934136,-1,150.729567,-1,-1,-1,-1,147.236192,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.48995399,0.5148831,0.3622714,0.9330768,0.51475686,0.44106486,0.94778085,0.46392816,0.44095522,0.91010034,0.41281566,0.48247555,0.86536723,0.35799316,0.5088151,0.8494142,0.5541008,0.4410997,0.91488063,0.60899216,0.4777086,0.91265225,0.656184,0.5035724,0.8093214,0.51476246,0.6241609,0.85081744,0.48353088,0.6240653,0.856511,0.48369133,0.7601802,0.90492326,0.4876659,0.89096,0.8813501,0.5423442,0.629285,0.81457514,0.5383763,0.76025534,0.84569275,0.52665854,0.89110017,0.86107683,0.5070689,0.35694748,0.92398417,0.51883763,0.357012,0.96707404,0.48753542,0.36762527,0.8853188,0.5306496,0.37790355,0.74973017,0.53056103,0.9172919,0.8044038,0.5464367,0.90697664,0.8322624,0.5189999,0.9013862,0.7346071,0.48747256,0.91723245,0.83637834,0.47943935,0.9069165,0.81639093,0.4953664,0.8965176,0.7823734,-1,148.5850099,-1,-1,-1,-1,147.2335795,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.56575155,0.51485956,0.36224255,0.9334416,0.5147553,0.44106132,0.94719595,0.4639433,0.4409555,0.90773755,0.41282666,0.48248217,0.8642835,0.35799736,0.5087662,0.8453459,0.5540921,0.4410904,0.9144648,0.60899925,0.48246363,0.91141814,0.65616196,0.50361174,0.80450344,0.5147737,0.62416536,0.8519539,0.48355177,0.6240795,0.8584522,0.48728535,0.76018894,0.90528506,0.48764482,0.89099365,0.8877352,0.5423411,0.62928146,0.814784,0.5345904,0.7602686,0.8448843,0.52292436,0.89107895,0.8635473,0.50704783,0.35692808,0.9234804,0.51881635,0.35699248,0.97143376,0.4875307,0.3675897,0.8843312,0.53059345,0.3728492,0.75863206,0.52672726,0.91729003,0.81260073,0.5463872,0.90701413,0.83144206,0.5189638,0.90135944,0.72869706,0.48748243,0.91727847,0.8409163,0.47944227,0.90696746,0.8173101,0.4953235,0.89654404,0.7870315,-1,148.5534471,-1,-1,-1,-1,147.2593995,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.62960887,0.5148581,0.36223838,0.93324435,0.5147515,0.44105148,0.9475245,0.46393293,0.4409469,0.90973866,0.41279188,0.48248735,0.8659806,0.35798457,0.50882286,0.8507011,0.55409014,0.44108295,0.91558856,0.60901815,0.48246372,0.9126056,0.6561609,0.5036044,0.8043755,0.5147673,0.6241673,0.8515895,0.48353773,0.62408274,0.85807604,0.4872603,0.7601887,0.9048307,0.4876582,0.89098096,0.8840399,0.54234296,0.6292836,0.8146617,0.5345842,0.7602639,0.8449209,0.522934,0.8910962,0.8638791,0.5070487,0.35692364,0.923313,0.51881653,0.35699362,0.97084635,0.4875306,0.36758333,0.88402563,0.53058815,0.37285644,0.75903046,0.52674234,0.91730976,0.81357014,0.54640865,0.9119485,0.8335642,0.51896816,0.9013848,0.73018473,0.48747113,0.9172903,0.8402459,0.4794361,0.9069728,0.8168587,0.49535024,0.8965377,0.7828081,-1,148.5570925,-1,-1,-1,-1,147.2363871,-1,-1,-1,-1
2022:01:05:09:32:26,up_60_30_,25.69141603,0.5148625,0.36225,0.932835,0.5147574,0.44105527,0.9482681,0.46394527,0.44095066,0.90781176,0.4128319,0.482472,0.8656146,0.35799927,0.50879234,0.8479306,0.55410254,0.44108674,0.9147139,0.6090375,0.48248377,0.9152241,0.65618473,0.5036604,0.80325806,0.5147599,0.62417835,0.85063136,0.48352733,0.6240908,0.8573614,0.4872542,0.7601874,0.90510315,0.4876446,0.8909986,0.8864468,0.54234,0.6292984,0.814068,0.5346027,0.7602919,0.8452142,0.5229353,0.8911346,0.8658117,0.50704956,0.35693297,0.92320156,0.5188213,0.3569985,0.96953243,0.48753133,0.36759812,0.88446784,0.53061056,0.37285802,0.7565441,0.52673227,0.91734713,0.8147898,0.5464056,0.9119818,0.8324152,0.518964,0.9014259,0.730315,0.487459,0.9173349,0.84333533,0.47572932,0.90700704,0.81548214,0.49533463,0.8965522,0.7825128,-1,148.5386513,-1,-1,-1,-1,147.2489031,-1,-1,-1,-1
