now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck,
2022:01:05:09:32:10,up_60_30_,9.726008415,0.514988,0.36229286,0.94604707,0.5148039,0.44096565,0.9568242,0.46784574,0.44076216,0.9124834,0.42058897,0.47762772,0.8953823,0.36170283,0.5088583,0.84770536,0.5541194,0.44111684,0.9076742,0.6090245,0.4776682,0.9103097,0.65229505,0.49315253,0.82188743,0.514771,0.6241154,0.8543998,0.48355284,0.62402326,0.86303747,0.48370317,0.76015186,0.90466315,0.48760688,0.891042,0.89760476,0.5423358,0.6292473,0.8146894,0.5345321,0.7652218,0.8482286,0.5228901,0.8911241,0.8739902,0.5108964,0.35694468,0.9364868,0.51897067,0.35706705,0.9585692,0.49128988,0.36760998,0.8548244,0.53456515,0.3780012,0.7541643,0.53058517,0.9173434,0.80894107,0.54644054,0.9070185,0.836046,0.51891375,0.9014357,0.74062485,0.4875684,0.9173542,0.83987445,0.47951138,0.91199946,0.82286245,0.49523845,0.89656293,0.7904159,-1,152.2955557,-1,-1,-1,-1,147.0694444,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,9.787847519,0.51498103,0.3622902,0.94703233,0.5148019,0.4409418,0.9569954,0.4678375,0.44075713,0.9129334,0.42053658,0.47763774,0.89121187,0.36169684,0.50887996,0.85146177,0.55411536,0.4410783,0.9101507,0.608981,0.4776296,0.9072772,0.65234905,0.49310705,0.821016,0.51477087,0.6240913,0.8550161,0.48355222,0.6240071,0.86393607,0.48727673,0.7601288,0.90304285,0.48759824,0.891059,0.901422,0.5423345,0.62921435,0.8134496,0.534544,0.7652341,0.84834564,0.52289265,0.8911394,0.87332,0.5108863,0.35694334,0.9366408,0.5189623,0.35706508,0.9603029,0.4912822,0.3676111,0.856023,0.5345587,0.3779956,0.7546597,0.53061056,0.91736203,0.80209947,0.54646343,0.9119484,0.82640433,0.5188984,0.9014514,0.74249417,0.48751974,0.91737527,0.8450295,0.47946978,0.9119983,0.8231116,0.4952337,0.8965817,0.79455656,-1,152.2913303,-1,-1,-1,-1,147.081672,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,9.849699974,0.5149835,0.36229855,0.9476547,0.51480615,0.44095576,0.9566653,0.46785548,0.44077298,0.9127906,0.42053768,0.47766876,0.8935685,0.35806048,0.5089536,0.8451885,0.55411273,0.44108745,0.9107182,0.60901666,0.4775783,0.91154003,0.6601054,0.49313417,0.82250226,0.5147754,0.6241103,0.85548747,0.48355895,0.6240209,0.8639545,0.48728037,0.7601192,0.9020053,0.48758933,0.8910676,0.9032116,0.5423341,0.62924397,0.8139912,0.5345538,0.7652439,0.8487062,0.52288723,0.8911512,0.8741275,0.510891,0.35694635,0.93898124,0.5189635,0.35707656,0.9611571,0.48767653,0.36761126,0.8609751,0.5345575,0.378019,0.753153,0.53062785,0.9173759,0.8040559,0.5464697,0.91195726,0.8284095,0.5188897,0.901468,0.74254066,0.487508,0.92242485,0.8447479,0.47945857,0.91202146,0.8208195,0.49523032,0.9013321,0.7972679,-1,154.0390517,-1,-1,-1,-1,147.9374626,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,9.911529779,0.51498854,0.3622927,0.9486968,0.5148175,0.44094104,0.95830184,0.46783662,0.44076312,0.9146405,0.42061856,0.47764295,0.89653957,0.36172795,0.5088856,0.8541321,0.55416435,0.44106436,0.9080478,0.60918134,0.4775629,0.9225878,0.6639821,0.49316126,0.8216333,0.5147728,0.6241179,0.85452914,0.48354763,0.6240197,0.8640509,0.4872568,0.7601716,0.90343255,0.4876094,0.89106214,0.8968041,0.5423453,0.6292645,0.8145766,0.53456235,0.76525897,0.8497055,0.5228772,0.8911198,0.8736568,0.5108972,0.35694432,0.9408712,0.5189659,0.35707638,0.96114343,0.48767456,0.36759236,0.86790997,0.53454673,0.3780209,0.74829054,0.5306654,0.9173615,0.8109313,0.5464816,0.9069953,0.8389883,0.518885,0.90143204,0.74244034,0.48758203,0.91736627,0.8238726,0.47952574,0.91200835,0.8117903,0.49522412,0.8965779,0.7883986,-1,154.8001848,-1,-1,-1,-1,147.0822708,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,9.971369743,0.51499724,0.3622879,0.94859314,0.51482594,0.44095632,0.95857996,0.4678404,0.440776,0.9139524,0.42063668,0.47765908,0.898699,0.36178058,0.5088342,0.8552622,0.5541873,0.44107547,0.904883,0.6091846,0.47750247,0.9196085,0.6639998,0.4881752,0.8325651,0.5147665,0.6241341,0.8541889,0.48354074,0.62403256,0.8634392,0.48726064,0.7601916,0.9066069,0.48760918,0.8910569,0.89753616,0.5423416,0.62928176,0.8144632,0.53454566,0.76528454,0.8529897,0.52287674,0.89111793,0.87433773,0.5109075,0.35693747,0.9424417,0.5189772,0.3570669,0.9611926,0.4912841,0.36758003,0.8707266,0.53456825,0.37801665,0.7551363,0.5306293,0.9173774,0.8138302,0.54646313,0.90701675,0.8405835,0.5188919,0.9014298,0.740822,0.4875846,0.91738546,0.8305564,0.47952852,0.9120246,0.817362,0.49522832,0.89657223,0.7912093,-1,156.9584341,-1,-1,-1,-1,147.091957,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.03320599,0.51499104,0.36227363,0.94895405,0.5148287,0.44094115,0.9591352,0.4678529,0.44075802,0.9143833,0.42065132,0.47764286,0.8981183,0.36178446,0.5088483,0.8529383,0.5541833,0.44106898,0.9052677,0.6092117,0.47745705,0.91959584,0.6640404,0.48809308,0.8370018,0.51476365,0.62410474,0.8545815,0.48354,0.62400144,0.8640237,0.48725912,0.760193,0.90704954,0.48761263,0.89107835,0.89802843,0.54233867,0.62925994,0.81356096,0.53453773,0.76529574,0.853275,0.5228817,0.89114493,0.8750067,0.5109038,0.3569246,0.9417011,0.51897174,0.35705942,0.96297437,0.4876781,0.3675678,0.87027216,0.5345607,0.3780237,0.7594179,0.5306264,0.92242676,0.815388,0.54646903,0.9119781,0.8400249,0.5188991,0.9014607,0.7365794,0.4875676,0.922442,0.8331256,0.47951677,0.9120513,0.8160842,0.49524766,0.9013343,0.7887885,-1,157.012846,-1,-1,-1,-1,147.0783293,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.09503937,0.5149835,0.3623091,0.94825745,0.5148286,0.44096273,0.95768726,0.46784472,0.44078067,0.9127165,0.42065072,0.4776856,0.900921,0.3617745,0.50889045,0.85259223,0.5541825,0.44107282,0.90545684,0.6092122,0.4774616,0.9218221,0.6640421,0.48813033,0.83733636,0.5147671,0.62406296,0.8557364,0.48353785,0.6189549,0.86418027,0.4872836,0.7601497,0.9058744,0.48762515,0.8910282,0.8933189,0.5423493,0.6292184,0.81532025,0.5345628,0.765257,0.85024816,0.5229048,0.89112896,0.870002,0.5108941,0.35695374,0.94268745,0.5189615,0.35708848,0.9636045,0.4876786,0.3676001,0.8652159,0.53454435,0.3780536,0.75853467,0.5306608,0.9173874,0.8106768,0.5500927,0.9070193,0.83921385,0.51890546,0.90146124,0.7347005,0.4875471,0.9224239,0.8376006,0.4794984,0.9120134,0.82038707,0.49526992,0.89656985,0.78461266,-1,156.9727811,-1,-1,-1,-1,147.07266,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.15886879,0.5149825,0.36231595,0.9476612,0.5148203,0.44095033,0.95781064,0.46783173,0.4407689,0.913572,0.4206254,0.4776697,0.8992816,0.36172497,0.50894094,0.85540134,0.554174,0.4410629,0.9069093,0.6092012,0.47745153,0.92168176,0.6640246,0.48814794,0.8361256,0.5147501,0.6240779,0.85340923,0.483527,0.61897355,0.86403525,0.4872629,0.76015073,0.90582687,0.48761868,0.8910717,0.89748275,0.54232776,0.6292328,0.8120522,0.5345569,0.7652534,0.8500594,0.5228898,0.891138,0.8725017,0.51089674,0.3569575,0.943154,0.51896065,0.35709468,0.9637417,0.4912856,0.36759648,0.86511827,0.5345417,0.37805402,0.7592293,0.5306728,0.9224021,0.8120611,0.55008566,0.91194993,0.83990586,0.51889724,0.90146327,0.73903066,0.4875279,0.9224525,0.838446,0.47948512,0.9120439,0.816733,0.4952756,0.9013438,0.7882577,-1,156.9625493,-1,-1,-1,-1,147.0586146,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.2207036,0.51498175,0.3623026,0.9484564,0.5148205,0.4409574,0.9585135,0.46781966,0.4407754,0.9129543,0.42063582,0.4776731,0.8971356,0.3616976,0.5089266,0.8557298,0.5541866,0.4410706,0.90524894,0.6092041,0.4774986,0.92115426,0.66405106,0.48816568,0.83338165,0.51475286,0.6240513,0.8549058,0.48352847,0.61894727,0.8660946,0.48369908,0.76013863,0.9055616,0.48762852,0.8910593,0.89455175,0.5423311,0.6241747,0.8124115,0.5345217,0.765226,0.84959745,0.52291423,0.8911286,0.87110734,0.51089627,0.35694772,0.94376004,0.5189586,0.35708848,0.964393,0.48767233,0.36758214,0.8736213,0.53453875,0.37805894,0.7593352,0.53058225,0.91737056,0.8106644,0.5464485,0.9119681,0.8373831,0.5189392,0.90145504,0.73896784,0.48752254,0.92242074,0.83796304,0.4794918,0.9120098,0.81622183,0.4953053,0.9013358,0.78347987,-1,156.9616066,-1,-1,-1,-1,147.06971,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.28054357,0.5149825,0.362304,0.9488163,0.5148178,0.4409564,0.95815825,0.46781504,0.4407727,0.913371,0.42061555,0.47767013,0.897236,0.35808706,0.5089608,0.85820735,0.5541834,0.44106865,0.90583813,0.6092129,0.47749293,0.92135894,0.66407466,0.4881746,0.8341236,0.5147452,0.62408066,0.8533282,0.4835249,0.61897254,0.8639022,0.48370004,0.7601644,0.90694875,0.4876196,0.8910671,0.89686906,0.5423195,0.6292301,0.81118584,0.5345125,0.76524824,0.8511528,0.5228983,0.891138,0.87312907,0.5108996,0.35694802,0.9446301,0.51895976,0.3570928,0.96449304,0.48767486,0.36757818,0.87445337,0.5345391,0.37806702,0.75960445,0.53058326,0.91738474,0.81049216,0.5464459,0.9119808,0.8366736,0.5189227,0.90146464,0.73820543,0.48752815,0.92242825,0.8387557,0.4794915,0.9120196,0.81726277,0.4952842,0.9013402,0.78573763,-1,156.9604952,-1,-1,-1,-1,147.9180835,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.35634112,0.5149632,0.36233786,0.9450621,0.5147961,0.44096854,0.9570575,0.46776375,0.44079593,0.9125764,0.4168048,0.47772515,0.88894135,0.35804415,0.5089636,0.8461895,0.55416656,0.44107094,0.9065921,0.6091989,0.47751302,0.92202187,0.66397345,0.4881439,0.8281176,0.5147463,0.6241139,0.85351324,0.48352557,0.62403053,0.86402243,0.48368737,0.76020056,0.90726995,0.48758096,0.8910368,0.8980377,0.54231644,0.62925094,0.81138533,0.53449327,0.76524454,0.84854674,0.52290463,0.89117646,0.87501013,0.5108774,0.35697135,0.94232607,0.5189378,0.3571181,0.9665701,0.48764688,0.36760035,0.8785338,0.5345145,0.3830994,0.7644021,0.526748,0.9224123,0.8081733,0.5463926,0.9120387,0.8273263,0.5189428,0.9014738,0.7351746,0.48745045,0.92245024,0.8502136,0.47571722,0.91201633,0.8171667,0.49523255,0.89657176,0.788597,-1,156.9447689,-1,-1,-1,-1,147.9374604,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.41817737,0.51496255,0.36234018,0.94510365,0.5148039,0.44098017,0.9577951,0.4677846,0.44080466,0.91196257,0.41684785,0.47770575,0.89209735,0.3580313,0.5089708,0.8510652,0.55417526,0.44108212,0.9049389,0.6091952,0.47752562,0.9235321,0.66399056,0.48817232,0.8280283,0.5147555,0.6241416,0.85227853,0.48352113,0.62405413,0.86104214,0.48366913,0.7601944,0.9087083,0.48756424,0.89105594,0.9011356,0.542339,0.62928253,0.814106,0.5345009,0.76526344,0.84985197,0.52289164,0.8911822,0.8754891,0.51087266,0.35696983,0.94130474,0.5189413,0.35712063,0.9649181,0.4876438,0.36760244,0.8775501,0.53452617,0.38310486,0.76333416,0.5267763,0.92243576,0.80529803,0.546404,0.9120552,0.82819396,0.5189268,0.9014954,0.73233074,0.4874925,0.9224943,0.85281557,0.4794325,0.912083,0.81778604,0.4915105,0.896572,0.7926636,-1,156.9380978,-1,-1,-1,-1,147.9423404,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.49796295,0.51496154,0.36236095,0.94370127,0.5148076,0.44098765,0.95799005,0.46778795,0.44080797,0.91173106,0.41685453,0.47771236,0.89336824,0.35803702,0.5089867,0.85363275,0.55417925,0.44108784,0.90449506,0.60920256,0.47753364,0.9239396,0.6640359,0.49311018,0.8304839,0.5147569,0.6241437,0.85228735,0.4835213,0.62405336,0.8608144,0.48367104,0.760195,0.9086955,0.48756406,0.8910631,0.90171784,0.5423414,0.6292876,0.8144189,0.5345035,0.765269,0.85027087,0.5228959,0.8911896,0.87577885,0.5108747,0.35698515,0.94214976,0.5189402,0.35713723,0.9647534,0.48764822,0.36761674,0.8757551,0.5345262,0.38312474,0.7662603,0.5267808,0.92243737,0.8030876,0.5464089,0.91205156,0.82577246,0.51892793,0.90149844,0.7325083,0.48749453,0.9224985,0.85295343,0.4794337,0.91208625,0.8178374,0.49150923,0.8965752,0.79221296,-1,154.8060361,-1,-1,-1,-1,147.9319511,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.55783701,0.5149647,0.3623411,0.9446375,0.51479614,0.44099793,0.9566117,0.46400005,0.44083235,0.9122646,0.4168323,0.47772855,0.8952377,0.3580784,0.5089493,0.85087264,0.55417943,0.4410832,0.9042265,0.6092009,0.47750044,0.92099464,0.66404355,0.48814607,0.8342999,0.5147447,0.6241722,0.851948,0.4835091,0.6240844,0.8617099,0.4836533,0.7602296,0.91116,0.48761216,0.89102256,0.890641,0.5423294,0.629312,0.81304616,0.5344994,0.7653286,0.8558588,0.52292424,0.89118934,0.87372714,0.51086915,0.35697335,0.94042385,0.5189398,0.35711488,0.96450543,0.48763326,0.36760646,0.88235545,0.53451526,0.3780996,0.7581049,0.5267832,0.92243916,0.8053567,0.5464171,0.9120436,0.82935786,0.51896137,0.9014904,0.73421586,0.4874602,0.9224823,0.85245353,0.4757294,0.9120394,0.81894296,0.49528635,0.8965616,0.7815243,-1,156.9350364,-1,-1,-1,-1,147.068652,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.61963797,0.5149639,0.36235133,0.9443595,0.51479435,0.44098812,0.9572988,0.46399662,0.4408267,0.91291314,0.41682425,0.47773558,0.89444613,0.35805675,0.5089723,0.8517402,0.5541723,0.4410746,0.90572786,0.60920733,0.4775118,0.923792,0.66406643,0.48816663,0.83482385,0.5147489,0.6241632,0.85242385,0.48351562,0.62408024,0.8614513,0.48366565,0.76021,0.9099088,0.4875899,0.89107853,0.89936167,0.5423306,0.6293024,0.8141837,0.5344929,0.765313,0.85395104,0.5229244,0.89117473,0.8723573,0.51086915,0.3569815,0.94106954,0.5189376,0.3571245,0.9646925,0.48763356,0.36761206,0.88174945,0.53451955,0.3830984,0.7581663,0.53058785,0.92242986,0.8052653,0.54644525,0.91200924,0.82971275,0.5189531,0.9014812,0.73123044,0.48749515,0.9224922,0.848751,0.47944257,0.91207516,0.81704426,0.49524856,0.9013397,0.7896594,-1,156.9296605,-1,-1,-1,-1,147.0668871,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.68346739,0.5149667,0.3623419,0.94443417,0.51479894,0.44098708,0.95753294,0.46774888,0.44082287,0.91232103,0.4168553,0.47772446,0.8928958,0.3580653,0.50894636,0.8503533,0.5541818,0.4410779,0.90489465,0.60922587,0.47752047,0.9230213,0.66409296,0.48817044,0.83420557,0.51474345,0.62413996,0.85200006,0.4835119,0.62405586,0.8614364,0.48366413,0.7602064,0.90956354,0.48759404,0.89108074,0.89866394,0.5423245,0.62927973,0.81269246,0.53449327,0.76528853,0.8520348,0.52291846,0.89117205,0.87282246,0.51087314,0.35697368,0.94081914,0.51894206,0.35711464,0.96457744,0.48763597,0.36760935,0.8823722,0.5345194,0.3780929,0.75916845,0.5306037,0.9224315,0.8063262,0.54645383,0.9120033,0.8301461,0.51894414,0.9014804,0.7330581,0.4875025,0.9224903,0.8452095,0.4794503,0.91207373,0.81579083,0.49525014,0.90134317,0.78849214,-1,156.9389014,-1,-1,-1,-1,147.9559839,-1,-1,-1,-1
2022:01:05:09:32:11,up_60_30_,10.74530125,0.5149702,0.36235136,0.9433468,0.51480234,0.44098964,0.9570695,0.46400085,0.4408207,0.91321313,0.4168468,0.4777156,0.89325064,0.35803398,0.5139231,0.85170954,0.5541937,0.44108483,0.90371346,0.6092268,0.47754446,0.92335737,0.66406584,0.49312267,0.82885414,0.5147495,0.62415034,0.8528771,0.48351535,0.6240614,0.86186695,0.4836708,0.76021326,0.91055876,0.48759902,0.8910832,0.89784205,0.5423315,0.62929076,0.81372684,0.5344866,0.7653181,0.8537358,0.5266232,0.89119184,0.8730259,0.5108749,0.35698324,0.94088525,0.51894253,0.35711768,0.9640828,0.4876346,0.36761457,0.884092,0.53451747,0.37808678,0.75573313,0.5305735,0.9224545,0.8108395,0.5464435,0.91203785,0.83289844,0.5189703,0.9014994,0.73152,0.4874786,0.92249537,0.84710246,0.47943553,0.9120649,0.8154025,0.49526638,0.9013447,0.7869071,-1,154.7952058,-1,-1,-1,-1,145.2091712,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,10.81312418,0.51497054,0.36231473,0.9461901,0.5148099,0.44097945,0.9576522,0.4677706,0.44081372,0.91308916,0.42053035,0.4777185,0.89786357,0.35807407,0.508953,0.85528404,0.5541948,0.44107723,0.90387976,0.60920626,0.477496,0.9197438,0.6639604,0.48817116,0.8246095,0.51474375,0.6241294,0.8532198,0.48351482,0.6240387,0.8627352,0.48367262,0.7601744,0.9082607,0.48759955,0.89108056,0.89819896,0.5423206,0.6292711,0.8125953,0.5344763,0.76529986,0.8521597,0.522913,0.89120185,0.87491685,0.5108715,0.35695365,0.93939143,0.5189486,0.35709023,0.9643242,0.48763135,0.36759052,0.8822117,0.53453445,0.3780641,0.7598721,0.53054905,0.92244726,0.811059,0.54642344,0.912038,0.8329112,0.5189504,0.9015083,0.73090696,0.48748735,0.9224937,0.84508556,0.47944194,0.91206485,0.81437707,0.4952601,0.90134215,0.7849424,-1,156.920937,-1,-1,-1,-1,147.9511796,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,10.88492799,0.5149525,0.36230642,0.9433402,0.5148007,0.44097364,0.95878834,0.46776494,0.44082716,0.913337,0.41684312,0.47772482,0.8934418,0.35805726,0.508954,0.8517067,0.55417436,0.44106293,0.905787,0.60921204,0.47751653,0.92533505,0.66398853,0.48816842,0.82478094,0.5147411,0.624109,0.8524583,0.48351258,0.62401897,0.86238396,0.48366144,0.7601606,0.9076407,0.4875941,0.8910688,0.89810216,0.542318,0.6292525,0.8117027,0.5344948,0.7652634,0.84929854,0.5229046,0.89118797,0.8751143,0.51083934,0.35694876,0.9332105,0.51892865,0.35707232,0.9637829,0.48759782,0.36760482,0.88641727,0.5345299,0.3780262,0.7589957,0.5305628,0.922434,0.80913764,0.5464218,0.91203123,0.83195746,0.51894104,0.90149075,0.73521537,0.48748225,0.9224684,0.8451501,0.47943228,0.9120481,0.8146877,0.49525574,0.9013365,0.78564,-1,156.9127066,-1,-1,-1,-1,147.9819092,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,10.94876146,0.51494473,0.362299,0.942933,0.5148069,0.440969,0.9589941,0.46777996,0.4408171,0.9132169,0.4168404,0.47772413,0.89596033,0.35806507,0.50896835,0.8528326,0.55417985,0.44106722,0.9056944,0.6092494,0.4775349,0.9264597,0.6640557,0.49310562,0.83008343,0.51473504,0.62413317,0.85126495,0.48350346,0.62404674,0.8611235,0.48365027,0.7601886,0.9104689,0.48761034,0.8910411,0.8932682,0.54231715,0.6292744,0.81154156,0.5344967,0.7652873,0.85272884,0.52293086,0.8911714,0.8711139,0.5108262,0.35694656,0.9308447,0.51891965,0.3570597,0.9643949,0.48758775,0.36761144,0.8866611,0.53452414,0.3780007,0.7591403,0.53054845,0.9224218,0.808903,0.5464226,0.9120211,0.83419746,0.51896894,0.9014788,0.7339274,0.48744985,0.92247367,0.85063374,0.47571325,0.91203964,0.81884575,0.49529073,0.8965787,0.78394544,-1,154.8001984,-1,-1,-1,-1,147.9677455,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,11.01657629,0.51493746,0.3622861,0.94206345,0.5148112,0.44097647,0.95928854,0.46778145,0.44082922,0.91285384,0.4168026,0.4824824,0.89045215,0.36169824,0.5089403,0.8454926,0.5541916,0.4410714,0.9040758,0.60925126,0.47751492,0.9269279,0.6640048,0.48815122,0.8287368,0.5147432,0.6241299,0.8524736,0.48350325,0.6240415,0.8600525,0.48366183,0.7602293,0.9121776,0.4876087,0.89107734,0.89528733,0.542332,0.62927556,0.81416523,0.5344763,0.7653115,0.85361195,0.5229211,0.8911996,0.8738186,0.5071288,0.35694703,0.9268811,0.5189104,0.35704315,0.9641481,0.48758355,0.3676303,0.88264346,0.5345135,0.3779573,0.75829995,0.5267803,0.9224355,0.80715704,0.5464123,0.912052,0.83040524,0.51895803,0.90150106,0.7363862,0.48744446,0.92250466,0.85045075,0.47571704,0.9120634,0.8160776,0.49529326,0.9013467,0.7855496,-1,156.9320076,-1,-1,-1,-1,147.1179843,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,11.0923779,0.5149387,0.36231104,0.94116366,0.51481134,0.44098127,0.9588424,0.46779153,0.44082436,0.91326374,0.41683778,0.47771892,0.8911935,0.36169896,0.50892603,0.8509978,0.5541809,0.44107634,0.904262,0.60926,0.47750103,0.9259087,0.66400814,0.48811096,0.83063704,0.51474375,0.6241411,0.8521362,0.48350894,0.62404597,0.85990644,0.48365837,0.7601924,0.90924513,0.4876058,0.8910634,0.8942838,0.54232985,0.62928855,0.8143164,0.5344786,0.7653173,0.85487723,0.5229186,0.8911703,0.87199855,0.51081824,0.35696346,0.92915994,0.5189078,0.3570636,0.964812,0.4875973,0.36764345,0.8829993,0.5344977,0.3779718,0.7568355,0.5266833,0.9224044,0.81381273,0.5463501,0.9120498,0.8303913,0.5189729,0.90146226,0.73006654,0.48743144,0.9225085,0.84894186,0.4757008,0.91206336,0.81303453,0.49529412,0.90133506,0.78311694,-1,156.9548361,-1,-1,-1,-1,147.1120683,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,11.1542089,0.5149348,0.36232588,0.94046396,0.51480883,0.44096684,0.9587744,0.46778843,0.44081768,0.9139347,0.41681877,0.48248115,0.8931747,0.36170417,0.5089265,0.84918565,0.55416924,0.44106284,0.9062555,0.60925794,0.47747698,0.9237857,0.6639997,0.4881041,0.8309577,0.5147458,0.62413794,0.85231096,0.4835138,0.62404203,0.86047566,0.48365766,0.76019204,0.90900785,0.48760957,0.891054,0.8930057,0.54232705,0.6292831,0.81365585,0.5344818,0.76531196,0.8543309,0.5229169,0.8911714,0.87216073,0.507134,0.35697776,0.9296656,0.5189025,0.3570751,0.96557254,0.48759678,0.36764762,0.88251793,0.534489,0.37798595,0.7569828,0.5266893,0.9224031,0.8119681,0.5463531,0.912047,0.8294218,0.5189697,0.9014656,0.73206776,0.48742938,0.92250186,0.8496149,0.47570142,0.9120543,0.8142976,0.49530005,0.9013305,0.78220767,-1,156.9538912,-1,-1,-1,-1,147.1167355,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,11.21704102,0.5149251,0.36227068,0.94237316,0.51481146,0.44096398,0.9582753,0.46778262,0.4408165,0.9139737,0.41682306,0.47772813,0.88789594,0.36169118,0.5089735,0.85202444,0.55418086,0.44105598,0.9058256,0.60926574,0.47748563,0.92143375,0.6640246,0.48810658,0.8321722,0.51474375,0.6241007,0.85220516,0.48350912,0.6240073,0.85930765,0.483656,0.7601674,0.90826726,0.48760006,0.8910608,0.8957134,0.5423293,0.6292455,0.81283385,0.5344967,0.7652708,0.8505502,0.522908,0.8911804,0.87197125,0.5071047,0.3569386,0.9253879,0.5188969,0.3570251,0.9642233,0.48756835,0.36762267,0.88439304,0.53449893,0.37791565,0.75241333,0.52674186,0.922423,0.8099799,0.546389,0.91204655,0.8303052,0.5189489,0.9014851,0.7321666,0.48743033,0.9225182,0.8538226,0.47569898,0.9120693,0.8181707,0.49528247,0.9013431,0.7890085,-1,156.9464452,-1,-1,-1,-1,147.1021501,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,11.29084349,0.514912,0.36226487,0.9394251,0.51481295,0.44098204,0.95748717,0.46779856,0.44082922,0.9137928,0.41685674,0.47772694,0.890121,0.36170447,0.50898665,0.85624534,0.5541854,0.44107032,0.904673,0.60921156,0.47749367,0.9220983,0.660192,0.48811963,0.8266904,0.51474,0.6240933,0.8512183,0.48351067,0.61898565,0.85916,0.48366636,0.76015943,0.906905,0.4875917,0.89107394,0.8990666,0.54232347,0.62925,0.81293947,0.53448653,0.7652586,0.8509455,0.52289426,0.8911875,0.8738004,0.5071006,0.3569342,0.92353725,0.51888263,0.35702762,0.96362454,0.48757046,0.36761737,0.8810431,0.5344641,0.37793127,0.75351316,0.5267644,0.92243123,0.8020931,0.54639786,0.9120542,0.823861,0.51892656,0.9015012,0.7337146,0.48744872,0.92250055,0.8526491,0.47571245,0.91206366,0.8187081,0.49526265,0.9013579,0.7919154,-1,156.1951966,-1,-1,-1,-1,147.0960742,-1,-1,-1,-1
2022:01:05:09:32:12,up_60_30_,11.35268283,0.5149121,0.36232647,0.93616074,0.5148052,0.44099152,0.95637286,0.46781734,0.44083282,0.9120457,0.42060262,0.47766915,0.8977243,0.36178562,0.50894254,0.85743845,0.55416185,0.44107854,0.90607536,0.60922086,0.47751507,0.922415,0.66400176,0.48817182,0.8238773,0.5147505,0.624124,0.85274905,0.48353714,0.6240245,0.86161053,0.48367524,0.76018465,0.9054487,0.48763493,0.8909937,0.8843268,0.5423173,0.6292754,0.8132609,0.53447425,0.7652547,0.8502332,0.52290195,0.8911124,0.86929417,0.50710523,0.3569762,0.9237516,0.51887894,0.35708037,0.9618186,0.4875582,0.367617,0.8795782,0.530683,0.37796018,0.74175185,0.53054416,0.9173161,0.81088847,0.5464026,0.9069913,0.83741224,0.5189509,0.9014152,0.7367829,0.48745984,0.91735816,0.8271146,0.47943047,0.90700835,0.803543,0.4953098,0.8965318,0.7760918,-1,156.9197155,-1,-1,-1,-1,147.0917331,-1,-1,-1,-1
